code,course,semester,campus,days,type,instructor
BU.520.601 (K4),Business Analytics,Summer 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Open,A. Bisi
BU.520.620 (31),Advanced Business Analytics,Summer 2021,Online,,Open,A. Fattahi
BU.520.650 (31),Data Visualization,Summer 2021,Online,,Open,M. Alamdar Yazdi
BU.520.650 (T1),Data Visualization,Summer 2021,Washington DC Center,T 8:30AM - 11:30AM,Reserved Open,M. Alamdar Yazdi
BU.520.650 (X2),Data Visualization,Summer 2021,Washington DC Center,W 8:30AM - 11:30AM,Waitlist Only,M. Alamdar Yazdi
BU.520.650 (X3),Data Visualization,Summer 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,M. Alamdar Yazdi
BU.610.630 (X4),Pricing and Insuring Risk,Summer 2021,Washington DC Center,F 8:30AM - 11:30AM,Waitlist Only,J. Dziwura
BU.610.705 (31),Crisis Management,Summer 2021,Online,,Open,F. Klapetzky
BU.610.705 (32),Crisis Management,Summer 2021,Online,,Open,F. Klapetzky
BU.610.705 (51),Crisis Management,Summer 2021,Washington DC Center,W 6:00PM - 9:00PM,Open,D. Mitchell
BU.610.705 (81),Crisis Management,Summer 2021,Downtown Baltimore,Th 6:00PM - 9:00PM,Open,J. Links
BU.610.705 (X2),Crisis Management,Summer 2021,Washington DC Center,Th 8:30AM - 11:30AM,Open,F. Klapetzky
BU.680.620 (X1),Operations Management,Summer 2021,Washington DC Center,W 8:30AM - 11:30AM,Open,A. Bisi
BU.680.620 (X2),Operations Management,Summer 2021,Washington DC Center,T 8:30AM - 11:30AM,Open,A. Bisi
BU.881.707 (31),Accounting for Decision Making in Health Care,Summer 2021,Online,,Open,J. Rippy
BU.883.702 (31),Emerging Frontiers in Health Technologies and Strategies,Summer 2021,Online,,Open,C. Jung
BU.883.702 (32),Emerging Frontiers in Health Technologies and Strategies,Summer 2021,Online,,Open,C. Jung
BU.883.702 (33),Emerging Frontiers in Health Technologies and Strategies,Summer 2021,Online,,Open,C. Jung
BU.883.702 (81),Emerging Frontiers in Health Technologies and Strategies,Summer 2021,Downtown Baltimore,W 8:30AM - 11:30AM,Reserved Open,C. Jung
BU.883.703 (31),Medical Devices and Diagnostics,Summer 2021,Online,,Open,Y. Lee; N. Louie
BU.883.703 (32),Medical Devices and Diagnostics,Summer 2021,Online,,Open,Y. Lee; N. Louie
BU.883.706 (H1),Health Care Organization and Management,Summer 2021,Downtown Baltimore,F 8:30AM - 11:30AM,Open,S. Lee
BU.890.714 (H1),Health Care Strategy Consulting Practicum II,Summer 2021,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,B. Robeson
BU.890.716 (H1),Health Services Improvement II,Summer 2021,Downtown Baltimore,T 8:30AM - 11:30AM,Open,M. Dada
BU.210.620 (81),Accounting and Financial Reporting,Summer 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Open,D. Tong
BU.210.620 (31),Accounting and Financial Reporting,Summer 2022,Online,,Reserved Open,X. Sun
BU.210.620 (32),Accounting and Financial Reporting,Summer 2022,Online,,Reserved Open,X. Sun
BU.210.001 (01),Accounting and Financial Reporting Waiver Exam,Summer 2022,Online,,Open,X. Sun
BU.881.707 (31),Accounting for Decision Making in Health Care,Summer 2022,Online,,Open,J. Rippy
BU.231.790 (31),Advanced Corporate Finance,Summer 2022,Online,,Open,
BU.231.790 (32),Advanced Corporate Finance,Summer 2022,Online,,Open,
BU.231.790 (51),Advanced Corporate Finance,Summer 2022,Washington DC Center,Th 6:00PM - 9:00PM,Open,K. Yook
BU.231.790 (82),Advanced Corporate Finance,Summer 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Open,K. Yook
BU.232.790 (51),Advanced Hedge Fund Strategies,Summer 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,X. Hu
BU.232.790 (82),Advanced Hedge Fund Strategies,Summer 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Open,X. Hu
BU.232.750 (51),Advanced Portfolio Management,Summer 2022,Washington DC Center,W 1:30PM - 4:30PM,Open,
BU.232.750 (52),Advanced Portfolio Management,Summer 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,
BU.232.750 (81),Advanced Portfolio Management,Summer 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Open,
BU.241.750 (51),Advanced Valuation and Investment Analysis,Summer 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,s. Fall
BU.520.601 (34),Business Analytics,Summer 2022,Online,,Open,B. Hathaway
BU.520.601 (35),Business Analytics,Summer 2022,Online,,Open,B. Hathaway
BU.520.601 (31),Business Analytics,Summer 2022,Online,,Open,R. Djavanshir
BU.520.601 (32),Business Analytics,Summer 2022,Online,,Open,R. Djavanshir
BU.520.601 (33),Business Analytics,Summer 2022,Online,,Open,R. Djavanshir
BU.131.601 (W2),Business Leadership and Human Values,Summer 2022,Washington DC Center,F 1:30PM - 4:30PM,Open,
BU.131.601 (W6),Business Leadership and Human Values,Summer 2022,Washington DC Center,W 1:30PM - 4:30PM,Open,
BU.131.601 (W7),Business Leadership and Human Values,Summer 2022,Washington DC Center,T 1:30PM - 4:30PM,Open,
BU.131.601 (W1),Business Leadership and Human Values,Summer 2022,Washington DC Center,F 8:30AM - 11:30AM,Open,A. Klaren
BU.131.601 (W4),Business Leadership and Human Values,Summer 2022,Washington DC Center,Th 1:30PM - 4:30PM,Open,A. Klaren
BU.131.601 (W5),Business Leadership and Human Values,Summer 2022,Washington DC Center,W 8:30AM - 11:30AM,Open,A. Klaren
BU.131.601 (F1),Business Leadership and Human Values,Summer 2022,Downtown Baltimore,F 8:30AM - 11:30AM,Open,C. Dreisbach
BU.131.601 (F2),Business Leadership and Human Values,Summer 2022,Downtown Baltimore,F 1:30PM - 4:30PM,Open,C. Dreisbach
BU.131.601 (31),Business Leadership and Human Values,Summer 2022,Online,,Open,J. Ganzermiller
BU.131.601 (32),Business Leadership and Human Values,Summer 2022,Online,,Open,J. Ganzermiller
BU.131.601 (F7),Business Leadership and Human Values,Summer 2022,Downtown Baltimore,Th 8:30AM - 11:30AM,Open,K. Lanagan
BU.131.601 (F5),Business Leadership and Human Values,Summer 2022,Downtown Baltimore,W 8:30AM - 11:30AM,Open,L. Schiavone
BU.131.601 (F6),Business Leadership and Human Values,Summer 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Open,L. Schiavone
BU.131.601 (W3),Business Leadership and Human Values,Summer 2022,Washington DC Center,Th 8:30AM - 11:30AM,Open,L. Schiavone
BU.131.601 (F3),Business Leadership and Human Values,Summer 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Open,R. Milter
BU.131.601 (F4),Business Leadership and Human Values,Summer 2022,Downtown Baltimore,T 1:30PM - 4:30PM,Open,R. Milter
BU.220.620 (81),Business Microeconomics,Summer 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Open,
BU.220.620 (31),Business Microeconomics,Summer 2022,Online,,Open,A. Brandon
BU.220.620 (32),Business Microeconomics,Summer 2022,Online,,Open,A. Brandon
BU.220.620 (33),Business Microeconomics,Summer 2022,Online,,Open,A. Brandon
BU.152.745 (31),CityLab Practicum: Social Impact Project,Summer 2022,Online,,Open,L. Thompson
BU.610.705 (51),Crisis Management,Summer 2022,Washington DC Center,W 6:00PM - 9:00PM,Reserved Open,
BU.610.705 (81),Crisis Management,Summer 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Open,
BU.610.705 (31),Crisis Management,Summer 2022,Online,,Open,J. Links
BU.610.705 (32),Crisis Management,Summer 2022,Online,,Open,J. Links
BU.610.705 (31),Crisis Management,Summer 2022,Online,,Open,F. Klapetzky
BU.610.705 (32),Crisis Management,Summer 2022,Online,,Open,F. Klapetzky
BU.330.730 (31),Cybersecurity,Summer 2022,Online,,Open,
BU.330.730 (32),Cybersecurity,Summer 2022,Online,,Open,
BU.330.730 (51),Cybersecurity,Summer 2022,Washington DC Center,T 1:30PM - 4:30PM,Reserved Open,
BU.330.730 (52),Cybersecurity,Summer 2022,Washington DC Center,T 6:00PM - 9:00PM,Reserved Open,
BU.520.650 (51),Data Visualization,Summer 2022,Washington DC Center,W 1:30PM - 4:30PM,Reserved Open,M. Alamdar Yazdi
BU.520.650 (52),Data Visualization,Summer 2022,Washington DC Center,W 6:00PM - 9:00PM,Open,M. Alamdar Yazdi
BU.520.650 (53),Data Visualization,Summer 2022,Washington DC Center,Th 1:30PM - 4:30PM,Open,M. Alamdar Yazdi
BU.520.650 (54),Data Visualization,Summer 2022,Washington DC Center,Th 6:00PM - 9:00PM,Open,M. Alamdar Yazdi
BU.520.650 (81),Data Visualization,Summer 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Open,M. Alamdar Yazdi
BU.520.650 (82),Data Visualization,Summer 2022,Downtown Baltimore,T 1:30PM - 4:30PM,Open,M. Alamdar Yazdi
BU.883.702 (31),Emerging Frontiers in Health Technologies and Strategies,Summer 2022,Online,,Open,C. Jung
BU.883.702 (32),Emerging Frontiers in Health Technologies and Strategies,Summer 2022,Online,,Open,C. Jung
BU.883.702 (33),Emerging Frontiers in Health Technologies and Strategies,Summer 2022,Online,,Open,C. Jung
BU.883.702 (81),Emerging Frontiers in Health Technologies and Strategies,Summer 2022,Downtown Baltimore,W 6:00PM - 9:00PM,Open,C. Jung
BU.232.725 (31),Emerging Markets,Summer 2022,Online,,Open,P. Marber
BU.232.725 (32),Emerging Markets,Summer 2022,Online,,Open,P. Marber
BU.232.725 (33),Emerging Markets,Summer 2022,Online,,Open,P. Marber
BU.520.701 (51),Enterprise Risk Management Frameworks,Summer 2022,Washington DC Center,T 6:00PM - 9:00PM,Reserved Open,
BU.520.701 (52),Enterprise Risk Management Frameworks,Summer 2022,Washington DC Center,T 1:30PM - 4:30PM,Open,
BU.233.730 (31),Entrepreneurial Finance,Summer 2022,Online,,Open,
BU.233.730 (32),Entrepreneurial Finance,Summer 2022,Online,,Open,
BU.230.750 (31),Financial Crises and Contagion,Summer 2022,Online,,Open,K. Day
BU.230.750 (32),Financial Crises and Contagion,Summer 2022,Online,,Open,K. Day
BU.210.650 (31),Financial Statement Analysis,Summer 2022,Online,,Open,J. Rippy
BU.210.650 (32),Financial Statement Analysis,Summer 2022,Online,,Open,J. Rippy
BU.210.650 (33),Financial Statement Analysis,Summer 2022,Online,,Open,J. Rippy
BU.890.725 (H1),Health Care Consulting Practicum II,Summer 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Open,
BU.460.700 (81),Integrated Digital Marketing,Summer 2022,Downtown Baltimore,W 8:30AM - 11:30AM,Open,
BU.460.700 (82),Integrated Digital Marketing,Summer 2022,Downtown Baltimore,W 1:30PM - 4:30PM,Open,
BU.460.700 (83),Integrated Digital Marketing,Summer 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Open,
BU.232.701 (51),Investments,Summer 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,A. Ajakh
BU.232.701 (31),Investments,Summer 2022,Online,,Open,Y. Bar-Or
BU.232.701 (32),Investments,Summer 2022,Online,,Open,Y. Bar-Or
BU.232.701 (33),Investments,Summer 2022,Online,,Open,Y. Bar-Or
BU.003.893 (91),Leadership Development Expedition: Norway Trek,Summer 2022,Off site (Not JHU),,Waitlist Only,C. Myers
BU.003.893 (91),Leadership Development Expedition: Norway Trek,Summer 2022,Off site (Not JHU),,Waitlist Only,M. Doyle
BU.300.620 (33),Managing Complex Projects,Summer 2022,Online,,Open,
BU.300.620 (31),Managing Complex Projects,Summer 2022,Online,,Open,D. Harper
BU.300.620 (32),Managing Complex Projects,Summer 2022,Online,,Open,D. Harper
BU.231.740 (31),Mergers and Acquisitions,Summer 2022,Online,,Open,E. Harding
BU.231.740 (81),Mergers and Acquisitions,Summer 2022,Downtown Baltimore,Th 1:30PM - 4:30PM,Open,J. Hooke
BU.151.770 (31),Power and Politics,Summer 2022,Online,,Open,
BU.151.770 (32),Power and Politics,Summer 2022,Online,,Open,
BU.001.450 (30),Quantitative Basics,Summer 2022,Online,,Open,S. Urban
BU.245.790 (R1),Real Estate and Infrastructure Capstone,Summer 2022,Washington DC Center,T 6:00PM - 9:00PM,Open,L. Thompson
BU.152.725 (51),Real Estate Entrepreneurship,Summer 2022,Washington DC Center,Th 6:00PM - 9:00PM,Open,A. Manley
BU.430.740 (81),Sales Force Management,Summer 2022,Downtown Baltimore,T 8:30AM - 11:30AM,Open,
BU.430.740 (82),Sales Force Management,Summer 2022,Downtown Baltimore,T 1:30PM - 4:30PM,Open,
BU.430.740 (83),Sales Force Management,Summer 2022,Downtown Baltimore,T 6:00PM - 9:00PM,Open,
BU.430.740 (31),Sales Force Management,Summer 2022,Online,,Open,J. Le Bon
BU.430.740 (32),Sales Force Management,Summer 2022,Online,,Open,J. Le Bon
BU.510.601 (31),Statistical Analysis,Summer 2022,Online,,Open,B. Robeson
BU.510.601 (32),Statistical Analysis,Summer 2022,Online,,Open,B. Robeson
BU.510.601 (33),Statistical Analysis,Summer 2022,Online,,Reserved Open,B. Robeson
BU.510.001 (01),Statistical Analysis Waiver Exam,Summer 2022,Online,,Open,B. Robeson
BU.150.620 (31),Strategic Management,Summer 2022,Online,,Open,
BU.150.620 (32),Strategic Management,Summer 2022,Online,,Open,
BU.150.620 (33),Strategic Management,Summer 2022,Online,,Open,
BU.150.620 (34),Strategic Management,Summer 2022,Online,,Open,
BU.152.735 (31),Strategy Consulting Practicum,Summer 2022,Online,,Open,R. Milter
BU.220.610 (31),The Firm and the Macroeconomy,Summer 2022,Online,,Open,
BU.220.610 (32),The Firm and the Macroeconomy,Summer 2022,Online,,Open,
BU.232.730 (51),Wealth Management,Summer 2022,Washington DC Center,T 8:30AM - 11:30AM,Open,
BU.232.730 (52),Wealth Management,Summer 2022,Washington DC Center,T 1:30PM - 4:30PM,Open,
BU.232.730 (82),Wealth Management,Summer 2022,Downtown Baltimore,Th 1:30PM - 4:30PM,Open,
BU.232.730 (81),Wealth Management,Summer 2022,Downtown Baltimore,Th 6:00PM - 9:00PM,Open,J. Colantuoni
